AdminPermissions,AllocatorPermissions,AllowedPathPrefix,AllowedProperties,ApproversOnCreate,ApproversOnDataDelete,ApproversOnDelete,ApproversOnExtend,ApproversOnResize,AreasNum,AreasPrivateSize,AreasSharedSize,AreasSize,AreasSizeGB,AreasSizeTB,AreasUsage,AreasUsageGB,AreasUsageTB,AvailableSize,AvailableSizeGB,AvailableSizePerSharedPool,AvailableSizePerSharedPoolGB,AvailableSizePerSharedPoolTB,AvailableSizeTB,BusinessGroup,CachePermissions,CacheSize,Cell,DefaultGrace,DefaultPathPrefix,DefaultProperties,DiskSelectionStrategy,DiskSelectionStrategyCache,FSGroup,FSPermissions,FileSystemGroup,FileSystemPermissions,GlobalPathPrefix,LocalPathPrefix,MaxActiveAreas,MaxActiveSize,MaxCacheSize,MaxDisabledPeriod,MaxDuration,MaxGrace,MaxSize,MemberResources,MemberResourcesCache,Permissions,Policies,Project,QSlot,ReplicatorPermissions,RequiredProperties,SharedPools,Status,StodFSPermissions,TotalPrivateSize,TotalSharedSize,TotalSize,TotalSizeGB,TotalSizeTB,Type,User,ViewPermissions
,,,,,,,,,1,1024,0,1024,1.0,0.001,0,0.0,0.0,893268,872.332,0,0.0,0.0,0.852,ECG,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,sinap01a.ir.intel.com:vol2 sinap01a.ir.intel.com:vol9 sinap01a.ir.intel.com:vol10 sinap01b.ir.intel.com:vol2 swnap01b.isw.intel.com:vol0 ,,,,ccreek_be,other,,,,Compliant,,12166849,0,12166849,11881.688,11.603,User,others,
,,,,,,,,,6,1254400,0,1254400,1225.0,1.196,0,0.0,0.0,893268,872.332,0,0.0,0.0,0.852,ECG,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,sinap01a.ir.intel.com:vol2 sinap01a.ir.intel.com:vol9 sinap01a.ir.intel.com:vol10 sinap01b.ir.intel.com:vol2 swnap01b.isw.intel.com:vol0 ,,,,ccreek_be,,,,,Compliant,,12166849,0,12166849,11881.688,11.603,User,others,
,,/nfs/sie/disks /nfs/isw/disks,,,,,,,1,1024,0,1024,1.0,0.001,1,0.001,0.0,893268,872.332,0,0.0,0.0,0.852,ECG,,0,,unlimited,/nfs/sie/disks,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,2048000,sinap01a.ir.intel.com:vol2 sinap01a.ir.intel.com:vol9 sinap01a.ir.intel.com:vol10 sinap01b.ir.intel.com:vol2 swnap01b.isw.intel.com:vol0 ,,,,ccreek_be,other,,,,Compliant,,12166849,0,12166849,11881.688,11.603,QSlot,,
mjphelps dleahy1 nhughes dbmadiga,,/nfs/sie/disks /nfs/isw/disks,,,,,,,7,1255424,0,1255424,1226.0,1.197,1130348,1103.855,1.078,893268,872.332,0,0.0,0.0,0.852,ECG,,0,,unlimited,/nfs/sie/disks,,SpareRelative,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,2048000,sinap01a.ir.intel.com:vol2 sinap01a.ir.intel.com:vol9 sinap01a.ir.intel.com:vol10 sinap01b.ir.intel.com:vol2 swnap01b.isw.intel.com:vol0 ,,blynch build_sie srbainbr oss_xfer srdarmaw cckbeadm pheraty ntmurphy rdoceall cigccusr,,ccreek_be,,,,,Compliant,,12166849,0,12166849,11881.688,11.603,Project,,
,,,,,,,,,1,1024,0,1024,1.0,0.001,0,0.0,0.0,214502,209.475,0,0.0,0.0,0.205,ECG,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,sinap01b.ir.intel.com:vol1 sinap01b.ir.intel.com:vol8 ,,,,cip,,,,,Compliant,,6536704,0,6536704,6383.5,6.234,User,others,
acdcadm iszuca jdkarpin enpicket,,/nfs/sie/disks /nfs/sie/proj/cip,,jdkarpin iszuca,,jdkarpin iszuca,jdkarpin iszuca,jdkarpin iszuca,1,1024,0,1024,1.0,0.001,0,0.0,0.0,214502,209.475,0,0.0,0.0,0.205,ECG,,0,,unlimited,/nfs/sie/disks,,SpareRelative,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,sinap01b.ir.intel.com:vol1 sinap01b.ir.intel.com:vol8 ,,,,cip,,,,,Compliant,,6536704,0,6536704,6383.5,6.234,Project,,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,ECG,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,gksfiler01:* gksfiler02:* gksfiler03:* gksfiler04:* ,,,,codereview,,,,,Compliant,,0,0,0,0.0,0.0,User,others,
amaczuga jdkarpin,,/nfs/igk/disks,,jdkarpin iszuca,,jdkarpin iszuca,jdkarpin iszuca,jdkarpin iszuca,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,ECG,,0,,unlimited,/nfs/igk/disks,,SpareRelative,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,gksfiler01:* gksfiler02:* gksfiler03:* gksfiler04:* ,,rkrzyszt,,codereview,,,,,Compliant,,0,0,0,0.0,0.0,Project,,
,,,,,,,,,22,9868338,0,9868338,9637.049,9.411,0,0.0,0.0,3086234,3013.9,0,0.0,0.0,2.943,ECG,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,sinap01a.ir.intel.com:vol4 sinap01a.ir.intel.com:vol6 sinap01a.ir.intel.com:vol7 sinap01b.ir.intel.com:vol0 sinap01b.ir.intel.com:vol3 sinap01b.ir.intel.com:vol4 sinap01b.ir.intel.com:vol5 sinap01b.ir.intel.com:vol6 sinap01b.ir.intel.com:vol7 ,,,,coletocreek,,,,,Compliant,,23187404,0,23187404,22643.949,22.113,User,others,
,,/nfs/sie/disks /nfs/sie/proj/coletocreek,,,,,,,22,9868338,0,9868338,9637.049,9.411,7565616,7388.297,7.215,3086234,3013.9,0,0.0,0.0,2.943,ECG,,0,,unlimited,/nfs/sie/disks,,SpareRelative,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,3072000,sinap01a.ir.intel.com:vol4 sinap01a.ir.intel.com:vol6 sinap01a.ir.intel.com:vol7 sinap01b.ir.intel.com:vol0 sinap01b.ir.intel.com:vol3 sinap01b.ir.intel.com:vol4 sinap01b.ir.intel.com:vol5 sinap01b.ir.intel.com:vol6 sinap01b.ir.intel.com:vol7 ,,,,coletocreek,,,,,Compliant,,23187404,0,23187404,22643.949,22.113,Project,,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,ECG,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,gksfiler01:* gksfiler02:* gksfiler03:* gksfiler04:* ,,,,damascusirtm,,,,,Compliant,,0,0,0,0.0,0.0,User,others,
amaczuga jdkarpin,,/nfs/igk/disks,,jdkarpin iszuca,,jdkarpin iszuca,jdkarpin iszuca,jdkarpin iszuca,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,ECG,,0,,unlimited,/nfs/igk/disks,,SpareRelative,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,gksfiler01:* gksfiler02:* gksfiler03:* gksfiler04:* ,,rbard,,damascusirtm,,,,,Compliant,,0,0,0,0.0,0.0,Project,,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,ECG,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,gksfiler01:* gksfiler02:* gksfiler03:* gksfiler04:* ,,,,deeringirtm,,,,,Compliant,,0,0,0,0.0,0.0,User,others,
amaczuga jdkarpin,,/nfs/igk/disks,,jdkarpin iszuca,,jdkarpin iszuca,jdkarpin iszuca,jdkarpin iszuca,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,ECG,,0,,unlimited,/nfs/igk/disks,,SpareRelative,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,gksfiler01:* gksfiler02:* gksfiler03:* gksfiler04:* ,,rbard,,deeringirtm,,,,,Compliant,,0,0,0,0.0,0.0,Project,,
,,,,,,,,,1,102400,0,102400,100.0,0.098,0,0.0,0.0,9371,9.151,0,0.0,0.0,0.009,ECG,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,sinap01b.ir.intel.com:vol0 ,,,,dfx,,,,,Compliant,,2673869,0,2673869,2611.2,2.55,User,others,
mjphelps,,/nfs/sie/disks /nfs/sie/proj,,,,,,,1,102400,0,102400,100.0,0.098,28089,27.431,0.027,9371,9.151,0,0.0,0.0,0.009,ECG,,0,,unlimited,/nfs/sie/disks,,SpareRelative,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,sinap01b.ir.intel.com:vol0 ,,ngdohert,,dfx,,,,,Compliant,,2673869,0,2673869,2611.2,2.55,Project,,
,,,,,,,,,4,307300,0,307300,300.098,0.293,0,0.0,0.0,3752104,3664.164,0,0.0,0.0,3.578,ECG,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,irnap04b:vol7 irnap04b:vol8 ,,,,ferrybridge,,,,,Compliant,,8192204,0,8192204,8000.199,7.813,User,others,
gquinn iszuca dleahy1,,/nfs/iir/disks /nfs/iir/proj,,,,,,,4,307300,0,307300,300.098,0.293,52232,51.008,0.05,3752104,3664.164,0,0.0,0.0,3.578,ECG,,0,,unlimited,/nfs/iir/disks,,SpareRelative,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,irnap04b:vol7 irnap04b:vol8 ,,blynch jkenny,,ferrybridge,,,,,Compliant,,8192204,0,8192204,8000.199,7.813,Project,,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,ECG,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,gksfiler01:* gksfiler02:* gksfiler03:* gksfiler04:* ,,,,floss,,,,,Compliant,,0,0,0,0.0,0.0,User,others,
amaczuga jdkarpin,,/nfs/igk/disks,,jdkarpin iszuca,,jdkarpin iszuca,jdkarpin iszuca,jdkarpin iszuca,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,ECG,,0,,unlimited,/nfs/igk/disks,,SpareRelative,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,gksfiler01:* gksfiler02:* gksfiler03:* gksfiler04:* ,,apakula,,floss,,,,,Compliant,,0,0,0,0.0,0.0,Project,,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,ECG,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,gksfiler01:* gksfiler02:* gksfiler03:* gksfiler04:* ,,,,fwm,,,,,Compliant,,0,0,0,0.0,0.0,User,others,
amaczuga jdkarpin,,/nfs/igk/disks,,jdkarpin iszuca,,jdkarpin iszuca,jdkarpin iszuca,jdkarpin iszuca,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,ECG,,0,,unlimited,/nfs/igk/disks,,SpareRelative,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,gksfiler01:* gksfiler02:* gksfiler03:* gksfiler04:* ,,tmalinow,,fwm,,,,,Compliant,,0,0,0,0.0,0.0,Project,,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,ECG,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,gksfiler01:* gksfiler02:* gksfiler03:* gksfiler04:* ,,,,garlow,,,,,Compliant,,0,0,0,0.0,0.0,User,others,
amaczuga jdkarpin,,/nfs/igk/disks,,jdkarpin iszuca,,jdkarpin iszuca,jdkarpin iszuca,jdkarpin iszuca,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,ECG,,0,,unlimited,/nfs/igk/disks,,SpareRelative,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,gksfiler01:* gksfiler02:* gksfiler03:* gksfiler04:* ,,zprzekop,,garlow,,,,,Compliant,,0,0,0,0.0,0.0,Project,,
,,,,,,,,,1,10,0,10,0.01,0.0,0,0.0,0.0,66791,65.226,0,0.0,0.0,0.064,ECG,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,gksfiler01:* gksfiler02:* gksfiler03:* gksfiler04:* gkefs01a.igk.intel.com:vol3 ,,,,giraffe,,,,,Compliant,,3247555,0,3247555,3171.44,3.097,User,others,
amaczuga jdkarpin,,/nfs/igk/disks /nfs/igk/proj,,jdkarpin iszuca,,jdkarpin iszuca,jdkarpin iszuca,jdkarpin iszuca,1,10,0,10,0.01,0.0,0,0.0,0.0,66791,65.226,0,0.0,0.0,0.064,ECG,,0,,unlimited,/nfs/igk/disks,,SpareRelative,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,gksfiler01:* gksfiler02:* gksfiler03:* gksfiler04:* gkefs01a.igk.intel.com:vol3 ,,mkolakow,,giraffe,,,,,Compliant,,3247555,0,3247555,3171.44,3.097,Project,,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,66791,65.226,0,0.0,0.0,0.064,ECG,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,gksfiler01:* gksfiler02:* gksfiler03:* gksfiler04:* gkefs01a.igk.intel.com:vol3 ,,,,glenfield,,,,,Compliant,,3247555,0,3247555,3171.44,3.097,User,others,
amaczuga jdkarpin,,/nfs/igk/disks /nfs/igk/proj,,jdkarpin iszuca,,jdkarpin iszuca,jdkarpin iszuca,jdkarpin iszuca,0,0,0,0,0.0,0.0,0,0.0,0.0,66791,65.226,0,0.0,0.0,0.064,ECG,,0,,unlimited,/nfs/igk/disks,,SpareRelative,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,gksfiler01:* gksfiler02:* gksfiler03:* gksfiler04:* gkefs01a.igk.intel.com:vol3 ,,cwieruck,,glenfield,,,,,Compliant,,3247555,0,3247555,3171.44,3.097,Project,,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,ECG,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,gksfiler01:* gksfiler02:* gksfiler03:* gksfiler04:* ,,,,gtpu,,,,,Compliant,,0,0,0,0.0,0.0,User,others,
amaczuga jdkarpin,,/nfs/igk/disks,,jdkarpin iszuca,,jdkarpin iszuca,jdkarpin iszuca,jdkarpin iszuca,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,ECG,,0,,unlimited,/nfs/igk/disks,,SpareRelative,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,gksfiler01:* gksfiler02:* gksfiler03:* gksfiler04:* ,,wwisnei1,,gtpu,,,,,Compliant,,0,0,0,0.0,0.0,Project,,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,ECG,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,gksfiler01:* gksfiler02:* gksfiler03:* gksfiler04:* ,,,,jamestown,,,,,Compliant,,0,0,0,0.0,0.0,User,others,
amaczuga jdkarpin,,/nfs/igk/disks,,jdkarpin iszuca,,jdkarpin iszuca,jdkarpin iszuca,jdkarpin iszuca,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,ECG,,0,,unlimited,/nfs/igk/disks,,SpareRelative,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,gksfiler01:* gksfiler02:* gksfiler03:* gksfiler04:* ,,jdudek,,jamestown,,,,,Compliant,,0,0,0,0.0,0.0,Project,,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,66791,65.226,0,0.0,0.0,0.064,ECG,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,gksfiler01:* gksfiler02:* gksfiler03:* gksfiler04:* gkefs01a.igk.intel.com:vol3 ,,,,julesburg,,,,,Compliant,,3247555,0,3247555,3171.44,3.097,User,others,
amaczuga jdkarpin,,/nfs/igk/disks /nfs/igk/proj,,jdkarpin iszuca,,jdkarpin iszuca,jdkarpin iszuca,jdkarpin iszuca,0,0,0,0,0.0,0.0,0,0.0,0.0,66791,65.226,0,0.0,0.0,0.064,ECG,,0,,unlimited,/nfs/igk/disks,,SpareRelative,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,gksfiler01:* gksfiler02:* gksfiler03:* gksfiler04:* gkefs01a.igk.intel.com:vol3 ,,,,julesburg,,,,,Compliant,,3247555,0,3247555,3171.44,3.097,Project,,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,ECG,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,gksfiler01:* gksfiler02:* gksfiler03:* gksfiler04:* ,,,,kaszuby,,,,,Compliant,,0,0,0,0.0,0.0,User,others,
amaczuga jdkarpin,,/nfs/igk/disks,,jdkarpin iszuca,,jdkarpin iszuca,jdkarpin iszuca,jdkarpin iszuca,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,ECG,,0,,unlimited,/nfs/igk/disks,,SpareRelative,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,gksfiler01:* gksfiler02:* gksfiler03:* gksfiler04:* ,,swilczyn,,kaszuby,,,,,Compliant,,0,0,0,0.0,0.0,Project,,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,ECG,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,gksfiler01:* gksfiler02:* gksfiler03:* gksfiler04:* ,,,,kiska,,,,,Compliant,,0,0,0,0.0,0.0,User,others,
amaczuga jdkarpin,,/nfs/igk/disks,,jdkarpin iszuca,,jdkarpin iszuca,jdkarpin iszuca,jdkarpin iszuca,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,ECG,,0,,unlimited,/nfs/igk/disks,,SpareRelative,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,gksfiler01:* gksfiler02:* gksfiler03:* gksfiler04:* ,,zprzekop,,kiska,,,,,Compliant,,0,0,0,0.0,0.0,Project,,
,,,,,,,,,4,1177650,0,1177650,1150.049,1.123,0,0.0,0.0,1196931,1168.878,0,0.0,0.0,1.141,ECG,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,sinap01b.ir.intel.com:vol9 sinap01b.ir.intel.com:vol6 siefs01a.ir.intel.com:vol2 ,,,,kits,,,,,Compliant,,9240612,0,9240612,9024.035,8.813,User,others,
,,/nfs/sie/disks,,,,,,,4,1177650,0,1177650,1150.049,1.123,929399,907.616,0.886,1196931,1168.878,0,0.0,0.0,1.141,ECG,,0,,unlimited,/nfs/sie/disks,,SpareRelative,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,sinap01b.ir.intel.com:vol9 sinap01b.ir.intel.com:vol6 siefs01a.ir.intel.com:vol2 ,,,,kits,,,,,Compliant,,9240612,0,9240612,9024.035,8.813,Project,,
,,,,,,,,,11,4055040,0,4055040,3960.0,3.867,0,0.0,0.0,6959534,6796.42,0,0.0,0.0,6.637,ECG,,3344384,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,sinap01a.ir.intel.com:vol8 sinap01a.ir.intel.com:vol9 sinap01b.ir.intel.com:vol6 sinap01a.ir.intel.com:vol10 sinap01b.ir.intel.com:vol12 sinap01b.ir.intel.com:vol13 sinap01b.ir.intel.com:vol5 sinap01b.ir.intel.com:vol8 sinap01b.ir.intel.com:vol3 ,sinap01a.ir.intel.com/aggr0 sinap01b.ir.intel.com/aggr0 ,,,lbg,,,,,Compliant,,62623341,0,62623341,61155.606,59.722,User,others,
acdcadm daadam enpicket nhughes,,/nfs/sie/disks /nfs/sie/proj/acd,,,,,,,11,4055040,0,4055040,3960.0,3.867,1664488,1625.477,1.587,6959534,6796.42,0,0.0,0.0,6.637,ECG,,3344384,,unlimited,/nfs/sie/disks,,SpareRelative,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,sinap01a.ir.intel.com:vol8 sinap01a.ir.intel.com:vol9 sinap01b.ir.intel.com:vol6 sinap01a.ir.intel.com:vol10 sinap01b.ir.intel.com:vol12 sinap01b.ir.intel.com:vol13 sinap01b.ir.intel.com:vol5 sinap01b.ir.intel.com:vol8 sinap01b.ir.intel.com:vol3 ,sinap01a.ir.intel.com/aggr0 sinap01b.ir.intel.com/aggr0 ,,,lbg,,,,,Compliant,,62623341,0,62623341,61155.606,59.722,Project,,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,ECG,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,gksfiler01:* gksfiler02:* gksfiler03:* gksfiler04:* ,,,,litchville,,,,,Compliant,,0,0,0,0.0,0.0,User,others,
amaczuga jdkarpin,,/nfs/igk/disks,,jdkarpin iszuca,,jdkarpin iszuca,jdkarpin iszuca,jdkarpin iszuca,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,ECG,,0,,unlimited,/nfs/igk/disks,,SpareRelative,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,gksfiler01:* gksfiler02:* gksfiler03:* gksfiler04:* ,,zprzekop,,litchville,,,,,Compliant,,0,0,0,0.0,0.0,Project,,
